Shipment_ID,Shipment_Date,Year,Month,Cargo_Season,Commodity_Type,Commodity_Risk_Level,Shipper_Company_Name,Shipper_Compliance_Score,Consignee_Company_Name,Consignee_Compliance_Score,Shipment_Value_USD,Weight_KG,Previous_Violations,Missing_Documents,Inspection_Required
SHP29616,2023-04-23,2023,4,Eid,Pharmaceuticals,High,Pfizer Manufacturing,67,Riyadh Healthcare Imports,42,154278,5459,9,No,1
SHP29617,2022-07-14,2022,7,Hajj,Medical Equipment,High,MedTech Equipment Ltd,42,Jeddah Healthcare Supplies,77,232216,2450,2,No,0
SHP29618,2024-04-15,2024,4,Eid,Electronics,Medium,Global Electronics Trading,82,Riyadh Digital Traders,83,235835,2299,2,Yes,0
SHP29619,2025-10-09,2025,10,Regular,Medical Equipment,High,Global Medical Devices,51,Saudi Medical Equipment,51,237906,2345,5,No,1
SHP29620,2025-09-10,2025,9,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Saudi Auto Imports,72,59403,23471,4,No,0
SHP29621,2024-07-09,2024,7,Hajj,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,65423,5563,2,No,0
SHP29622,2023-07-01,2023,7,Hajj,Pharmaceuticals,High,Sun Pharma Logistics,42,Saudi Medical Supplies,77,465482,19815,3,No,1
SHP29623,2022-12-11,2022,12,Year_End_Peak,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,499295,17984,0,No,0
SHP29624,2024-07-15,2024,7,Hajj,Chemicals,High,BASF Chemicals,50,Saudi Chemical Imports,54,164029,26892,8,No,1
SHP29625,2025-10-04,2025,10,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Saudi Retail Group,68,420216,23892,6,No,0
SHP29626,2023-07-16,2023,7,Hajj,Automotive Parts,Medium,Auto Components Ltd,80,Riyadh Auto Traders,77,59419,6945,4,No,0
SHP29627,2023-05-14,2023,5,Regular,Textiles,Low,Global Garments Exporters,94,Riyadh Garment Trading,87,442222,22559,2,No,0
SHP29628,2022-12-21,2022,12,Year_End_Peak,Chemicals,High,BASF Chemicals,50,Saudi Chemical Imports,54,189707,14447,6,No,1
SHP29629,2024-03-23,2024,3,Ramadan,Machinery,Medium,Heavy Equipment Exporters,70,Riyadh Equipment Group,72,455538,24014,1,No,0
SHP29630,2024-01-26,2024,1,Regular,Agricultural Products,Low,Green Farm Exports,83,Saudi Agriculture Imports,85,297505,16464,0,No,0
SHP29631,2024-08-12,2024,8,Regular,Electronics,Medium,Samsung Electronics Export,71,Saudi Electronics Imports,80,463836,6431,1,No,0
SHP29632,2023-07-01,2023,7,Hajj,Pharmaceuticals,High,Sun Pharma Logistics,42,Jeddah Pharma Distribution,53,220464,26238,4,No,1
SHP29633,2024-08-11,2024,8,Regular,Machinery,Medium,Global Machinery Solutions,31,Jeddah Machinery Traders,49,322494,11023,8,No,1
SHP29634,2023-01-12,2023,1,Regular,Chemicals,High,BASF Chemicals,50,Riyadh Chemical Distribution,67,369321,20951,2,No,0
SHP29635,2024-07-01,2024,7,Hajj,Pharmaceuticals,High,Sun Pharma Logistics,42,Jeddah Pharma Distribution,53,482825,12201,5,No,1
SHP29636,2022-06-09,2022,6,Hajj,Food Products,Low,Global Food Traders,84,Jeddah Grocery Group,83,460834,19944,2,No,0
SHP29637,2023-08-17,2023,8,Regular,Textiles,Low,Global Garments Exporters,94,Riyadh Garment Trading,87,143850,27447,2,No,0
SHP29638,2023-07-30,2023,7,Hajj,Textiles,Low,Global Garments Exporters,94,Jeddah Textile Imports,93,140895,19714,0,No,0
SHP29639,2023-05-01,2023,5,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Riyadh Retail Distribution,60,240027,14248,3,No,0
SHP29640,2025-10-04,2025,10,Regular,Textiles,Low,Cotton Weave Industries,80,Saudi Fashion Retail,84,247536,10820,0,No,0
SHP29641,2022-07-06,2022,7,Hajj,Food Products,Low,Global Food Traders,84,Saudi Food Imports,82,311153,17393,2,No,0
SHP29642,2023-07-16,2023,7,Hajj,Electronics,Medium,Global Electronics Trading,82,Jeddah Tech Distribution,77,65908,4020,3,No,0
SHP29643,2023-12-12,2023,12,Year_End_Peak,Pharmaceuticals,High,Pfizer Manufacturing,67,Saudi Medical Supplies,77,98307,7937,1,No,0
SHP29644,2024-03-11,2024,3,Ramadan,Food Products,Low,Fresh Foods Exporters,99,Saudi Food Imports,82,59699,26475,0,No,0
SHP29645,2023-05-06,2023,5,Regular,Chemicals,High,Industrial Chemicals Ltd,40,Jeddah Industrial Chemicals,74,183467,21240,4,No,1
SHP29646,2024-09-20,2024,9,Regular,Food Products,Low,Fresh Foods Exporters,99,Saudi Food Imports,82,421286,4865,1,No,0
SHP29647,2023-12-06,2023,12,Year_End_Peak,Consumer Goods,Low,Global Retail Exporters,76,Riyadh Retail Distribution,60,45289,28312,4,No,0
SHP29648,2024-08-18,2024,8,Regular,Food Products,Low,Premium Foods Ltd,94,Jeddah Grocery Group,83,183465,3411,2,No,0
SHP29649,2025-11-18,2025,11,Year_End_Peak,Agricultural Products,Low,Harvest Exporters,84,Riyadh Farm Supplies,81,372002,11503,0,No,0
SHP29650,2024-10-01,2024,10,Regular,Chemicals,High,BASF Chemicals,50,Riyadh Chemical Distribution,67,95153,17925,5,No,1
SHP29651,2025-11-07,2025,11,Year_End_Peak,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,109674,7443,2,No,0
SHP29652,2025-11-10,2025,11,Year_End_Peak,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,334115,7577,1,No,0
SHP29653,2023-06-07,2023,6,Hajj,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,114778,11044,1,No,0
SHP29654,2022-07-20,2022,7,Hajj,Textiles,Low,Global Garments Exporters,94,Saudi Fashion Retail,84,142287,11320,2,No,0
SHP29655,2022-04-24,2022,4,Eid,Consumer Goods,Low,Consumer Products Ltd,74,Riyadh Retail Distribution,60,372454,18918,5,Yes,0
SHP29656,2025-12-11,2025,12,Year_End_Peak,Agricultural Products,Low,Agri Trade International,93,Saudi Agriculture Imports,85,289196,11141,1,No,0
SHP29657,2025-07-20,2025,7,Hajj,Pharmaceuticals,High,Pfizer Manufacturing,67,Saudi Medical Supplies,77,451597,6483,2,No,0
SHP29658,2023-02-08,2023,2,Regular,Agricultural Products,Low,Green Farm Exports,83,Saudi Agriculture Imports,85,385870,27319,1,No,0
SHP29659,2022-11-10,2022,11,Year_End_Peak,Food Products,Low,Fresh Foods Exporters,99,Jeddah Grocery Group,83,144416,14707,0,No,0
SHP29660,2024-04-10,2024,4,Eid,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,73808,17663,1,No,0
SHP29661,2022-06-10,2022,6,Hajj,Machinery,Medium,Global Machinery Solutions,31,Saudi Industrial Imports,72,39983,15395,1,No,0
SHP29662,2024-05-03,2024,5,Regular,Electronics,Medium,Global Electronics Trading,82,Riyadh Digital Traders,83,131651,5206,2,No,0
SHP29663,2023-02-22,2023,2,Regular,Agricultural Products,Low,Harvest Exporters,84,Saudi Agriculture Imports,85,432797,15186,2,No,0
SHP29664,2023-04-21,2023,4,Eid,Electronics,Medium,Global Electronics Trading,82,Riyadh Digital Traders,83,175158,26832,1,No,0
SHP29665,2025-06-07,2025,6,Hajj,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,29857,18079,3,No,0
SHP29666,2022-08-15,2022,8,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Saudi Medical Equipment,51,368961,27165,7,No,1
SHP29667,2023-03-03,2023,3,Ramadan,Food Products,Low,Fresh Foods Exporters,99,Riyadh Food Distribution,88,254648,25042,1,No,0
SHP29668,2023-11-07,2023,11,Year_End_Peak,Food Products,Low,Fresh Foods Exporters,99,Saudi Food Imports,82,111598,17249,2,No,0
SHP29669,2022-10-15,2022,10,Regular,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,178369,1713,3,No,0
SHP29670,2023-01-17,2023,1,Regular,Electronics,Medium,Tech Devices Ltd,66,Riyadh Digital Traders,83,276160,17210,0,No,1
SHP29671,2025-01-11,2025,1,Regular,Chemicals,High,Industrial Chemicals Ltd,40,Jeddah Industrial Chemicals,74,388547,26165,1,No,0
SHP29672,2024-01-14,2024,1,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,204249,7525,6,No,0
SHP29673,2025-08-07,2025,8,Regular,Automotive Parts,Medium,Global Auto Parts,78,Jeddah Vehicle Parts,89,469149,23688,2,No,0
SHP29674,2025-07-14,2025,7,Hajj,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,205639,25564,5,No,0
SHP29675,2023-06-30,2023,6,Hajj,Textiles,Low,Cotton Weave Industries,80,Riyadh Garment Trading,87,178197,5953,0,No,0
SHP29676,2023-08-02,2023,8,Regular,Chemicals,High,Global Chemical Exports,58,Riyadh Chemical Distribution,67,223857,18984,2,No,0
SHP29677,2022-07-21,2022,7,Hajj,Chemicals,High,Global Chemical Exports,58,Riyadh Chemical Distribution,67,373199,17724,3,No,1
SHP29678,2022-03-05,2022,3,Ramadan,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,142717,12101,2,No,1
SHP29679,2025-09-05,2025,9,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,26730,11137,4,No,0
SHP29680,2025-08-02,2025,8,Regular,Consumer Goods,Low,Global Retail Exporters,76,Riyadh Retail Distribution,60,238288,13978,4,No,0
SHP29681,2023-01-07,2023,1,Regular,Textiles,Low,ABC Textile Mills,94,Saudi Fashion Retail,84,192333,28661,1,No,0
SHP29682,2022-06-16,2022,6,Hajj,Food Products,Low,Global Food Traders,84,Riyadh Food Distribution,88,426672,26395,2,No,0
SHP29683,2025-10-06,2025,10,Regular,Agricultural Products,Low,Agri Trade International,93,Jeddah Agri Traders,95,485819,28043,0,No,0
SHP29684,2025-09-22,2025,9,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Riyadh Auto Traders,77,327562,20449,1,No,0
SHP29685,2023-01-16,2023,1,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,303717,9315,4,Yes,1
SHP29686,2024-10-24,2024,10,Regular,Pharmaceuticals,High,Sun Pharma Logistics,42,Saudi Medical Supplies,77,191259,28187,3,No,0
SHP29687,2024-12-31,2024,12,Year_End_Peak,Textiles,Low,Cotton Weave Industries,80,Riyadh Garment Trading,87,495344,28081,2,No,0
SHP29688,2025-03-20,2025,3,Ramadan,Pharmaceuticals,High,Cipla Pharma Exports,65,Riyadh Healthcare Imports,42,240830,14053,15,No,1
SHP29689,2023-04-01,2023,4,Eid,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,401893,10040,3,No,0
SHP29690,2023-12-24,2023,12,Year_End_Peak,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,93410,11763,4,No,1
SHP29691,2023-07-30,2023,7,Hajj,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,420383,24389,2,No,0
SHP29692,2022-11-21,2022,11,Year_End_Peak,Medical Equipment,High,MedTech Equipment Ltd,42,Jeddah Healthcare Supplies,77,416131,24173,1,Yes,1
SHP29693,2024-09-20,2024,9,Regular,Food Products,Low,Fresh Foods Exporters,99,Jeddah Grocery Group,83,354977,27233,1,No,0
SHP29694,2022-11-08,2022,11,Year_End_Peak,Electronics,Medium,Global Electronics Trading,82,Saudi Electronics Imports,80,398152,4921,1,No,0
SHP29695,2022-03-23,2022,3,Ramadan,Food Products,Low,Premium Foods Ltd,94,Jeddah Grocery Group,83,72286,18808,0,No,0
SHP29696,2023-01-24,2023,1,Regular,Food Products,Low,Global Food Traders,84,Saudi Food Imports,82,235007,7639,2,No,0
SHP29697,2023-02-09,2023,2,Regular,Machinery,Medium,Global Machinery Solutions,31,Jeddah Machinery Traders,49,25089,6390,7,No,0
SHP29698,2023-07-11,2023,7,Hajj,Chemicals,High,Global Chemical Exports,58,Jeddah Industrial Chemicals,74,474704,25731,3,No,0
SHP29699,2024-01-29,2024,1,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Riyadh Equipment Group,72,164842,16044,3,No,0
SHP29700,2024-07-05,2024,7,Hajj,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,485946,9756,2,No,0
SHP29701,2025-08-19,2025,8,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,17297,9870,5,No,0
SHP29702,2025-10-11,2025,10,Regular,Chemicals,High,Industrial Chemicals Ltd,40,Jeddah Industrial Chemicals,74,137027,3957,1,No,0
SHP29703,2025-09-22,2025,9,Regular,Machinery,Medium,Global Machinery Solutions,31,Saudi Industrial Imports,72,356765,28363,2,No,0
SHP29704,2022-07-20,2022,7,Hajj,Machinery,Medium,Global Machinery Solutions,31,Saudi Industrial Imports,72,226122,14160,1,No,0
SHP29705,2024-09-09,2024,9,Regular,Agricultural Products,Low,Harvest Exporters,84,Jeddah Agri Traders,95,12793,16910,1,No,0
SHP29706,2023-02-09,2023,2,Regular,Textiles,Low,Global Garments Exporters,94,Saudi Fashion Retail,84,397450,629,2,No,0
SHP29707,2023-02-15,2023,2,Regular,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,96762,24883,3,No,0
SHP29708,2022-07-12,2022,7,Hajj,Electronics,Medium,Samsung Electronics Export,71,Riyadh Digital Traders,83,198489,296,2,No,0
SHP29709,2025-02-05,2025,2,Regular,Pharmaceuticals,High,Pfizer Manufacturing,67,Riyadh Healthcare Imports,42,167235,22264,9,No,1
SHP29710,2023-09-21,2023,9,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Saudi Industrial Imports,72,341878,5953,4,No,0
SHP29711,2024-04-10,2024,4,Eid,Consumer Goods,Low,Premium Consumer Goods,69,Saudi Retail Group,68,36307,18359,2,No,0
SHP29712,2025-02-04,2025,2,Regular,Food Products,Low,Fresh Foods Exporters,99,Saudi Food Imports,82,54736,22505,2,No,0
SHP29713,2023-04-15,2023,4,Eid,Food Products,Low,Global Food Traders,84,Riyadh Food Distribution,88,95998,6301,0,No,0
SHP29714,2025-05-15,2025,5,Regular,Agricultural Products,Low,Agri Trade International,93,Riyadh Farm Supplies,81,195982,12256,0,No,0
SHP29715,2023-07-01,2023,7,Hajj,Pharmaceuticals,High,Pfizer Manufacturing,67,Saudi Medical Supplies,77,132829,21166,2,No,0
SHP29716,2023-09-18,2023,9,Regular,Automotive Parts,Medium,Auto Components Ltd,80,Jeddah Vehicle Parts,89,104604,9351,1,No,0
SHP29717,2022-02-20,2022,2,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,404749,2301,2,No,0
SHP29718,2024-04-24,2024,4,Eid,Food Products,Low,Premium Foods Ltd,94,Saudi Food Imports,82,334213,25196,1,No,0
SHP29719,2024-12-21,2024,12,Year_End_Peak,Automotive Parts,Medium,Auto Components Ltd,80,Jeddah Vehicle Parts,89,205350,21931,0,No,0
SHP29720,2022-08-20,2022,8,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,180259,9329,4,Yes,1
SHP29721,2022-12-11,2022,12,Year_End_Peak,Agricultural Products,Low,Harvest Exporters,84,Riyadh Farm Supplies,81,99470,26124,0,No,0
SHP29722,2023-04-03,2023,4,Eid,Agricultural Products,Low,Green Farm Exports,83,Jeddah Agri Traders,95,408738,10426,0,No,0
SHP29723,2024-08-12,2024,8,Regular,Food Products,Low,Fresh Foods Exporters,99,Riyadh Food Distribution,88,293450,20840,0,No,0
SHP29724,2022-12-30,2022,12,Year_End_Peak,Textiles,Low,Cotton Weave Industries,80,Jeddah Textile Imports,93,47947,16759,1,No,0
SHP29725,2024-09-13,2024,9,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,436812,18443,1,No,0
SHP29726,2025-03-14,2025,3,Ramadan,Automotive Parts,Medium,Premium Auto Exports,81,Riyadh Auto Traders,77,20835,581,1,No,0
SHP29727,2025-01-23,2025,1,Regular,Textiles,Low,Cotton Weave Industries,80,Riyadh Garment Trading,87,214165,1996,2,Yes,0
SHP29728,2022-01-29,2022,1,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Saudi Auto Imports,72,204826,9499,4,No,0
SHP29729,2023-10-31,2023,10,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Jeddah Consumer Imports,60,490882,18539,4,No,0
SHP29730,2024-06-19,2024,6,Hajj,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,86739,28994,4,No,0
SHP29731,2024-04-12,2024,4,Eid,Automotive Parts,Medium,Auto Components Ltd,80,Riyadh Auto Traders,77,114100,8370,2,No,0
SHP29732,2022-10-12,2022,10,Regular,Food Products,Low,Global Food Traders,84,Saudi Food Imports,82,188634,7307,1,No,0
SHP29733,2022-04-25,2022,4,Eid,Machinery,Medium,Heavy Equipment Exporters,70,Jeddah Machinery Traders,49,26539,21988,12,No,0
SHP29734,2025-08-09,2025,8,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Saudi Auto Imports,72,51798,5017,2,No,0
SHP29735,2025-06-01,2025,6,Hajj,Consumer Goods,Low,Consumer Products Ltd,74,Saudi Retail Group,68,336120,1661,3,No,0
SHP29736,2025-03-28,2025,3,Ramadan,Chemicals,High,BASF Chemicals,50,Riyadh Chemical Distribution,67,391024,26436,2,No,1
SHP29737,2022-12-28,2022,12,Year_End_Peak,Electronics,Medium,Samsung Electronics Export,71,Saudi Electronics Imports,80,177757,9242,0,No,0
SHP29738,2022-12-08,2022,12,Year_End_Peak,Automotive Parts,Medium,Auto Components Ltd,80,Riyadh Auto Traders,77,353517,3657,1,No,0
SHP29739,2024-03-23,2024,3,Ramadan,Textiles,Low,ABC Textile Mills,94,Jeddah Textile Imports,93,274841,10475,0,No,0
SHP29740,2022-06-09,2022,6,Hajj,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,430003,7933,2,No,0
SHP29741,2025-07-29,2025,7,Hajj,Automotive Parts,Medium,Premium Auto Exports,81,Jeddah Vehicle Parts,89,264788,14734,1,Yes,0
SHP29742,2022-11-05,2022,11,Year_End_Peak,Consumer Goods,Low,Premium Consumer Goods,69,Riyadh Retail Distribution,60,375752,20551,5,No,0
SHP29743,2025-03-12,2025,3,Ramadan,Agricultural Products,Low,Agri Trade International,93,Saudi Agriculture Imports,85,411258,8711,0,No,0
SHP29744,2024-05-26,2024,5,Regular,Agricultural Products,Low,Green Farm Exports,83,Riyadh Farm Supplies,81,407773,28436,1,No,0
SHP29745,2022-01-20,2022,1,Regular,Agricultural Products,Low,Harvest Exporters,84,Riyadh Farm Supplies,81,328838,5982,2,No,0
SHP29746,2025-03-23,2025,3,Ramadan,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,199738,21691,6,No,0
SHP29747,2023-01-31,2023,1,Regular,Textiles,Low,Global Garments Exporters,94,Saudi Fashion Retail,84,94486,9167,0,No,0
SHP29748,2025-09-18,2025,9,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Riyadh Equipment Group,72,383488,18938,1,Yes,0
SHP29749,2025-04-15,2025,4,Eid,Chemicals,High,BASF Chemicals,50,Jeddah Industrial Chemicals,74,145275,2095,3,No,0
SHP29750,2023-04-26,2023,4,Eid,Textiles,Low,Cotton Weave Industries,80,Riyadh Garment Trading,87,231025,16393,2,No,0
SHP29751,2022-06-08,2022,6,Hajj,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,453975,29874,6,No,1
SHP29752,2025-10-29,2025,10,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Riyadh Retail Distribution,60,9033,7226,2,No,1
SHP29753,2025-11-06,2025,11,Year_End_Peak,Agricultural Products,Low,Green Farm Exports,83,Jeddah Agri Traders,95,374643,1360,0,No,1
SHP29754,2022-07-25,2022,7,Hajj,Machinery,Medium,Global Machinery Solutions,31,Riyadh Equipment Group,72,491331,21928,2,No,0
SHP29755,2022-11-04,2022,11,Year_End_Peak,Automotive Parts,Medium,Auto Components Ltd,80,Jeddah Vehicle Parts,89,404805,28944,1,No,0
SHP29756,2022-09-16,2022,9,Regular,Food Products,Low,Premium Foods Ltd,94,Jeddah Grocery Group,83,142488,16110,2,No,0
SHP29757,2023-01-06,2023,1,Regular,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,415069,28590,2,No,0
SHP29758,2022-04-05,2022,4,Eid,Chemicals,High,Industrial Chemicals Ltd,40,Jeddah Industrial Chemicals,74,202968,23158,2,No,0
SHP29759,2022-10-27,2022,10,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Saudi Retail Group,68,203679,8596,5,No,0
SHP29760,2025-08-09,2025,8,Regular,Chemicals,High,BASF Chemicals,50,Jeddah Industrial Chemicals,74,173470,25180,1,No,0
SHP29761,2025-07-16,2025,7,Hajj,Pharmaceuticals,High,Pfizer Manufacturing,67,Riyadh Healthcare Imports,42,409388,6280,11,No,1
SHP29762,2024-06-30,2024,6,Hajj,Agricultural Products,Low,Agri Trade International,93,Saudi Agriculture Imports,85,314997,29903,1,No,0
SHP29763,2023-11-28,2023,11,Year_End_Peak,Electronics,Medium,Tech Devices Ltd,66,Riyadh Digital Traders,83,292835,13716,2,No,0
SHP29764,2023-06-02,2023,6,Hajj,Textiles,Low,ABC Textile Mills,94,Saudi Fashion Retail,84,210124,6793,2,No,0
SHP29765,2023-09-30,2023,9,Regular,Textiles,Low,Global Garments Exporters,94,Riyadh Garment Trading,87,443497,19880,2,No,0
SHP29766,2023-07-06,2023,7,Hajj,Food Products,Low,Premium Foods Ltd,94,Jeddah Grocery Group,83,303059,26134,1,No,0
SHP29767,2023-11-08,2023,11,Year_End_Peak,Electronics,Medium,Samsung Electronics Export,71,Saudi Electronics Imports,80,4625,9720,0,No,0
SHP29768,2025-01-10,2025,1,Regular,Automotive Parts,Medium,Premium Auto Exports,81,Riyadh Auto Traders,77,160262,6972,4,No,0
SHP29769,2022-04-13,2022,4,Eid,Electronics,Medium,Global Electronics Trading,82,Jeddah Tech Distribution,77,371753,17883,4,No,0
SHP29770,2025-10-28,2025,10,Regular,Electronics,Medium,Samsung Electronics Export,71,Riyadh Digital Traders,83,199973,18400,2,No,0
SHP29771,2024-02-18,2024,2,Regular,Electronics,Medium,Tech Devices Ltd,66,Jeddah Tech Distribution,77,5346,24983,4,No,0
SHP29772,2023-08-27,2023,8,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Riyadh Medical Distribution,57,479841,12256,7,No,1
SHP29773,2022-01-22,2022,1,Regular,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,463682,27273,8,No,1
SHP29774,2024-06-20,2024,6,Hajj,Medical Equipment,High,Global Medical Devices,51,Jeddah Healthcare Supplies,77,62886,20322,4,No,0
SHP29775,2025-01-08,2025,1,Regular,Automotive Parts,Medium,Global Auto Parts,78,Saudi Auto Imports,72,194397,2990,4,No,0
SHP29776,2025-04-30,2025,4,Eid,Machinery,Medium,Industrial Machinery Ltd,37,Riyadh Equipment Group,72,126165,16638,2,No,0
SHP29777,2023-07-21,2023,7,Hajj,Medical Equipment,High,Healthcare Equipment Exporters,49,Jeddah Healthcare Supplies,77,476534,20411,4,No,1
SHP29778,2022-09-27,2022,9,Regular,Agricultural Products,Low,Agri Trade International,93,Riyadh Farm Supplies,81,68805,3860,0,No,0
SHP29779,2022-02-23,2022,2,Regular,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,138520,24539,3,No,0
SHP29780,2024-11-11,2024,11,Year_End_Peak,Chemicals,High,BASF Chemicals,50,Jeddah Industrial Chemicals,74,69483,8967,4,No,0
SHP29781,2025-01-04,2025,1,Regular,Consumer Goods,Low,Premium Consumer Goods,69,Jeddah Consumer Imports,60,67063,27554,5,No,0
SHP29782,2022-10-08,2022,10,Regular,Textiles,Low,Global Garments Exporters,94,Saudi Fashion Retail,84,435081,19155,2,No,0
SHP29783,2023-10-23,2023,10,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,103003,22708,2,No,0
SHP29784,2025-06-06,2025,6,Hajj,Electronics,Medium,Tech Devices Ltd,66,Jeddah Tech Distribution,77,175687,21378,1,No,0
SHP29785,2024-03-15,2024,3,Ramadan,Pharmaceuticals,High,Cipla Pharma Exports,65,Jeddah Pharma Distribution,53,236542,10209,7,No,1
SHP29786,2025-09-02,2025,9,Regular,Medical Equipment,High,Global Medical Devices,51,Jeddah Healthcare Supplies,77,279946,4949,4,No,0
SHP29787,2024-05-26,2024,5,Regular,Machinery,Medium,Industrial Machinery Ltd,37,Saudi Industrial Imports,72,126672,27882,3,Yes,0
SHP29788,2023-02-15,2023,2,Regular,Machinery,Medium,Heavy Equipment Exporters,70,Saudi Industrial Imports,72,89535,15170,4,No,0
SHP29789,2022-07-30,2022,7,Hajj,Pharmaceuticals,High,Sun Pharma Logistics,42,Jeddah Pharma Distribution,53,283271,26795,5,No,1
SHP29790,2022-10-30,2022,10,Regular,Agricultural Products,Low,Harvest Exporters,84,Jeddah Agri Traders,95,86386,9975,1,No,0
SHP29791,2024-03-23,2024,3,Ramadan,Electronics,Medium,Tech Devices Ltd,66,Riyadh Digital Traders,83,272527,24591,0,No,0
SHP29792,2023-07-10,2023,7,Hajj,Consumer Goods,Low,Global Retail Exporters,76,Jeddah Consumer Imports,60,323272,24062,2,No,0
SHP29793,2022-08-27,2022,8,Regular,Food Products,Low,Global Food Traders,84,Saudi Food Imports,82,124348,4856,2,No,0
SHP29794,2023-05-28,2023,5,Regular,Pharmaceuticals,High,Sun Pharma Logistics,42,Riyadh Healthcare Imports,42,181598,3232,12,No,1
SHP29795,2022-07-08,2022,7,Hajj,Food Products,Low,Global Food Traders,84,Saudi Food Imports,82,373656,15936,1,No,0
SHP29796,2022-12-18,2022,12,Year_End_Peak,Automotive Parts,Medium,Auto Components Ltd,80,Saudi Auto Imports,72,56247,17134,4,Yes,0
SHP29797,2023-08-26,2023,8,Regular,Consumer Goods,Low,Consumer Products Ltd,74,Jeddah Consumer Imports,60,169932,14980,4,No,0
SHP29798,2025-12-21,2025,12,Year_End_Peak,Electronics,Medium,Tech Devices Ltd,66,Saudi Electronics Imports,80,236073,726,1,No,0
SHP29799,2024-07-17,2024,7,Hajj,Electronics,Medium,Tech Devices Ltd,66,Riyadh Digital Traders,83,136218,15583,1,No,0
SHP29800,2025-07-11,2025,7,Hajj,Chemicals,High,Industrial Chemicals Ltd,40,Jeddah Industrial Chemicals,74,159832,15801,3,No,1
SHP29801,2025-12-24,2025,12,Year_End_Peak,Electronics,Medium,Global Electronics Trading,82,Jeddah Tech Distribution,77,404733,21317,4,No,0
SHP29802,2024-05-20,2024,5,Regular,Food Products,Low,Fresh Foods Exporters,99,Jeddah Grocery Group,83,318207,28509,2,No,0
SHP29803,2022-12-24,2022,12,Year_End_Peak,Machinery,Medium,Industrial Machinery Ltd,37,Jeddah Machinery Traders,49,171072,7194,8,No,1
SHP29804,2022-03-12,2022,3,Ramadan,Chemicals,High,Global Chemical Exports,58,Jeddah Industrial Chemicals,74,342844,29373,1,No,0
SHP29805,2022-03-30,2022,3,Ramadan,Medical Equipment,High,Global Medical Devices,51,Riyadh Medical Distribution,57,426604,4588,7,No,1
SHP29806,2025-08-24,2025,8,Regular,Medical Equipment,High,MedTech Equipment Ltd,42,Saudi Medical Equipment,51,168620,14746,5,Yes,1
